Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
3,0,25,2,40,207,24,2,2,1,25,1005.75,0,26.833333333333332
0,0,39,0,60,6,36,1,1,1,15,161.04,0,37.8
0,0,35,0,7,0,6,2,1,2,25,17.415,0,6.333333333333333
13,1,36,1,98,26,24,2,1,1,25,383.22,1,96.96666666666667
4,0,39,2,33,515,12,4,1,1,45,1368.575,0,53.5
3,0,31,0,65,93,31,2,1,1,25,712.035,0,107.63333333333334
5,0,32,4,120,285,46,2,2,1,25,1614.6,0,121.0
0,0,12,0,18,11,8,2,1,1,25,109.26,0,21.833333333333332
0,0,41,0,14,14,7,3,1,2,30,72.76,0,6.75
5,0,25,0,44,31,66,4,1,1,45,127.925,0,32.88333333333333
12,0,35,0,54,7,18,3,1,2,30,131.88,0,42.38333333333333
25,1,33,0,50,18,17,3,1,2,30,122.0,1,20.0
14,1,39,0,56,73,37,4,1,2,45,251.1,1,44.8
0,0,34,0,69,154,24,3,1,1,30,838.16,0,91.41666666666667
7,0,37,1,37,281,15,3,1,1,30,1224.88,0,41.416666666666664
0,0,19,0,53,0,17,3,1,1,30,115.72,0,47.333333333333336
32,1,35,0,63,44,34,3,1,2,30,252.92,1,31.0
5,1,37,0,6,7,2,3,1,2,30,40.44,1,5.083333333333333
8,0,36,2,121,169,45,3,1,1,30,1037.84,0,148.75
4,1,30,0,34,19,25,3,1,2,30,157.68,1,33.46666666666667
9,0,41,1,91,13,30,3,1,1,30,243.44,0,78.25
0,0,35,0,37,0,15,3,1,2,30,50.4,0,20.383333333333333
0,0,31,0,6,0,5,2,1,2,25,22.32,0,8.166666666666666
6,0,36,1,28,7,16,3,1,1,30,154.92,0,52.416666666666664
25,0,39,4,231,86,36,3,1,1,30,963.44,0,254.25
10,0,26,1,38,51,17,2,1,1,25,291.51,0,22.333333333333332
3,0,39,0,53,176,22,2,1,1,25,905.76,0,41.25
0,0,35,0,49,0,33,1,1,1,15,177.76,0,53.05
9,0,34,2,108,22,22,5,1,1,55,147.045,0,124.91666666666667
0,0,37,0,39,310,20,3,1,1,30,1328.36,0,36.166666666666664
0,0,35,0,0,0,0,2,1,2,25,0.0,0,0.0
20,0,37,8,88,0,44,5,1,1,55,151.77,0,167.16666666666666
8,0,37,0,57,357,24,2,1,1,25,1708.425,0,36.8
21,1,33,0,44,14,17,2,1,1,25,96.93,1,11.833333333333334
0,0,23,0,55,1,21,3,1,1,30,123.0,0,48.666666666666664
0,0,31,0,5,0,1,4,1,1,45,8.575,0,5.633333333333334
0,0,25,0,4,0,1,4,1,2,45,17.85,0,11.833333333333334
6,0,32,1,107,126,36,3,1,1,30,853.48,0,143.83333333333334
0,0,37,0,28,260,18,3,1,1,30,1107.12,0,27.5
3,1,9,1,19,0,7,3,1,1,30,60.24,1,24.783333333333335
0,0,9,1,37,213,10,3,1,1,30,1019.28,0,69.08333333333333
6,0,39,0,56,12,20,3,1,2,30,134.76,0,35.21666666666667
2,0,15,2,34,6,19,3,1,1,30,111.04,0,35.7
3,0,32,0,46,0,11,3,1,2,30,75.96,0,30.883333333333333
11,0,45,3,39,498,11,4,1,1,45,1330.975,0,56.666666666666664
4,0,37,2,99,24,26,5,1,1,55,140.46,0,114.41666666666667
12,0,35,4,113,42,39,5,1,1,55,180.045,0,128.16666666666666
5,0,32,0,74,15,22,2,1,1,25,223.38,0,56.5
0,0,35,1,4,29,4,5,1,1,55,45.78,0,2.466666666666667
0,0,33,0,8,5,7,2,1,2,25,54.81,0,11.833333333333334
15,0,23,1,222,0,72,2,1,1,25,707.94,0,258.5
10,0,38,0,40,20,18,3,1,2,30,160.52,1,32.88333333333333
3,0,38,1,10,14,6,4,1,1,45,52.45,1,11.466666666666667
17,0,18,2,183,112,46,5,1,1,55,311.04,0,155.88333333333333
25,0,36,10,103,22,57,5,2,1,55,200.07,0,183.91666666666666
8,0,38,0,63,0,35,1,1,1,15,220.88,0,65.88333333333334
5,0,14,2,40,33,20,3,1,1,30,243.08,0,45.61666666666667
23,0,39,8,101,12,47,5,1,1,55,178.74,0,176.91666666666666
1,0,36,0,18,27,21,2,1,2,25,167.535,0,16.75
10,0,40,1,174,0,43,3,1,1,30,562.48,0,231.46666666666667
11,0,41,2,136,396,47,3,1,1,30,1904.36,0,131.21666666666667
8,0,39,1,36,18,21,3,1,1,30,206.44,0,55.416666666666664
12,0,35,1,79,105,35,2,1,1,25,788.49,0,115.71666666666667
12,0,16,1,177,105,44,5,1,1,55,295.875,0,150.8
0,0,36,0,53,4,34,1,1,1,15,150.205,0,37.96666666666667
10,0,39,0,178,136,17,2,1,1,25,1303.56,0,253.16666666666666
5,0,21,1,57,7,19,3,1,1,30,161.08,0,54.5
28,0,33,4,241,5,82,2,1,1,25,759.42,0,268.9166666666667
12,0,38,0,67,10,38,1,1,1,15,300.025,0,73.13333333333334
14,1,37,0,47,16,18,3,1,2,30,197.68,1,54.916666666666664
6,0,34,1,86,185,27,3,1,1,30,1015.64,0,113.41666666666667
9,0,38,2,97,194,26,3,1,1,30,1068.28,0,120.16666666666667
0,0,33,0,0,0,0,5,1,1,55,0.0,0,0.0
0,0,41,0,18,8,15,2,1,2,25,74.16,0,13.833333333333334
2,1,33,0,81,0,22,2,1,1,25,219.78,1,80.05
3,0,37,0,19,14,6,2,1,2,25,114.03,0,18.583333333333332
4,0,36,0,78,4,26,3,1,1,30,195.12,0,73.33333333333333
4,0,30,1,67,16,24,3,1,1,30,195.68,0,53.75
20,0,41,0,71,23,19,4,1,2,45,140.6,0,54.21666666666667
9,0,32,2,73,23,26,4,1,1,45,147.575,0,58.833333333333336
3,0,37,1,101,22,26,5,1,1,55,135.615,0,112.33333333333333
28,1,36,0,59,55,23,3,1,2,30,277.36,1,22.916666666666668
8,0,38,0,127,359,41,2,1,1,25,1967.625,0,128.3
20,0,17,3,151,106,57,2,2,1,25,798.48,0,116.55
12,0,42,2,61,192,29,2,1,1,25,1009.17,0,52.75
19,0,27,3,48,47,30,2,1,1,25,309.51,0,35.5
3,0,36,0,121,352,39,2,1,1,25,1922.13,0,123.21666666666667
17,0,17,1,177,80,42,5,1,1,55,261.21,0,153.95
0,0,29,0,88,2,18,4,1,1,45,167.7,0,107.0
8,0,41,2,34,15,17,4,1,1,45,116.975,0,52.416666666666664
13,0,45,2,107,22,15,3,1,1,30,341.2,0,103.71666666666667
0,0,38,0,0,3,0,3,1,2,30,12.0,1,0.0
4,0,34,3,113,269,33,2,2,1,25,1517.985,0,112.0
11,0,37,0,71,2,33,1,1,1,15,268.07,0,76.71666666666667
8,0,41,0,54,53,26,3,1,2,30,291.16,0,32.083333333333336
0,0,34,0,44,63,22,3,1,2,30,312.76,0,24.583333333333332
9,0,38,1,89,18,33,3,1,1,30,244.08,0,70.21666666666667
0,0,40,0,14,1,10,2,1,2,25,30.78,0,9.5
20,0,46,2,82,23,43,1,1,1,15,392.975,0,79.38333333333334
10,0,44,0,18,22,10,3,1,2,30,116.64,1,11.633333333333333
0,0,30,0,0,0,0,2,1,2,25,0.0,0,0.0
7,0,35,0,46,0,12,3,1,2,30,84.16,0,34.3
5,0,21,0,17,0,1,2,1,2,25,14.94,0,5.25
10,0,42,0,56,18,21,3,1,2,30,166.96,0,38.63333333333333
14,0,34,7,86,0,37,4,1,1,45,250.65,0,165.66666666666666
10,0,38,1,123,148,46,3,1,1,30,956.52,0,149.83333333333334
7,0,41,0,26,52,14,3,1,2,30,254.24,0,18.833333333333332
23,0,31,3,237,0,77,2,1,1,25,725.49,0,264.75
0,0,29,0,36,21,14,3,1,2,30,136.64,0,21.333333333333332
0,0,32,0,19,466,2,3,1,1,30,1973.16,0,45.166666666666664
4,0,12,1,48,226,15,3,1,1,30,1088.72,0,76.16666666666667
7,0,43,0,19,24,7,4,1,2,45,83.8,1,15.55
12,0,14,0,165,41,36,4,1,1,45,327.075,0,146.96666666666667
1,0,12,0,154,41,38,4,1,1,45,304.275,0,131.95
11,0,11,0,131,70,36,1,2,1,15,729.52,0,102.21666666666667
2,0,36,0,3,9,5,3,1,2,30,49.04,1,5.383333333333334
8,0,38,2,49,306,33,3,1,1,30,1344.36,0,49.333333333333336
26,0,25,3,157,107,50,2,2,1,25,801.675,0,115.96666666666667
2,0,32,0,159,0,38,3,1,1,30,546.88,0,225.21666666666667
0,0,35,0,34,17,5,3,1,2,30,111.96,0,17.75
30,1,35,0,54,32,22,3,1,2,30,188.16,1,24.166666666666668
4,0,38,1,27,483,8,3,1,1,30,2056.88,0,51.583333333333336
1,0,36,0,89,0,10,2,1,1,25,256.59,0,93.55
24,1,37,0,49,26,21,3,1,2,30,147.36,1,17.25
0,0,37,0,22,1,13,3,1,1,30,106.28,0,42.25
11,0,44,2,41,22,14,4,1,1,45,111.85,0,37.21666666666667
21,0,40,3,107,38,28,3,1,1,30,403.6,0,103.05
12,0,16,5,55,52,34,3,1,1,30,348.32,0,57.55
0,0,37,0,76,165,11,3,1,1,30,899.04,0,98.33333333333333
0,0,30,0,11,461,7,3,1,1,30,1945.64,0,42.166666666666664
5,0,22,0,61,7,24,3,1,1,30,171.64,0,58.833333333333336
0,1,33,0,0,0,0,2,1,2,25,0.0,1,0.0
16,1,42,5,132,293,41,3,2,1,30,1478.48,0,125.5
13,0,43,3,162,28,53,4,1,1,45,370.3,0,197.5
8,0,31,1,111,129,37,3,1,1,30,874.64,0,147.58333333333334
0,0,35,0,24,4,17,3,1,1,30,125.56,0,45.25
14,0,44,2,79,22,23,3,1,1,30,281.36,0,79.25
26,0,33,2,234,7,67,2,1,1,25,752.13,0,263.0
16,1,37,0,48,25,21,3,1,2,30,241.32,1,58.083333333333336
25,0,19,4,157,113,59,2,2,1,25,843.975,0,121.63333333333334
5,0,23,1,32,185,7,2,2,1,25,895.14,0,22.666666666666668
7,0,39,0,21,16,16,2,1,2,25,134.595,0,22.833333333333332
9,0,35,1,64,373,37,2,1,1,25,1805.04,0,45.8
6,0,37,1,59,207,27,2,1,1,25,1064.43,0,48.25
9,0,39,2,117,147,45,3,1,1,30,948.28,0,148.16666666666666
9,0,42,1,73,15,21,3,1,1,30,240.92,0,74.16666666666667
0,0,24,0,24,154,5,2,2,1,25,734.355,0,14.916666666666666
0,0,36,0,20,467,3,3,1,1,30,1972.8,0,43.333333333333336
15,0,12,0,171,72,41,4,1,1,45,415.2,0,153.95
0,0,33,0,0,0,0,3,1,2,30,0.0,1,0.0
8,0,32,0,54,351,23,2,1,1,25,1692.315,0,40.88333333333333
0,0,38,0,88,190,29,3,1,1,30,1018.52,0,106.25
9,0,29,2,42,200,13,3,2,1,30,866.48,0,27.0
14,0,12,0,135,77,41,1,2,1,15,782.485,0,106.53333333333333
3,0,40,1,84,12,32,3,1,1,30,203.28,0,63.3
16,0,33,1,98,25,25,2,1,1,25,392.445,1,102.05
1,0,28,2,106,256,27,2,2,1,25,1458.495,0,111.75
0,0,3,0,32,198,4,3,1,1,30,953.48,0,66.75
13,0,36,1,115,112,39,3,1,1,30,812.6,0,150.0
0,0,37,0,9,21,17,2,1,2,25,122.49,0,10.216666666666667
11,1,43,0,60,16,18,3,1,2,30,155.92,0,37.3
10,0,28,0,20,0,9,3,1,2,30,12.6,0,4.916666666666667
6,0,36,0,76,25,26,2,1,1,25,272.07,0,57.833333333333336
5,0,37,0,172,129,15,2,1,1,25,1258.065,0,248.08333333333334
1,0,40,0,29,8,10,3,1,1,30,98.08,0,27.05
28,0,33,4,243,0,79,2,2,1,25,739.485,0,269.8333333333333
0,0,37,0,13,0,8,2,1,2,25,31.41,0,11.416666666666666
16,0,44,2,69,197,31,2,1,1,25,1040.13,0,55.75
2,0,32,0,73,0,19,3,1,1,30,173.12,0,70.91666666666667
8,0,38,0,65,0,32,1,1,1,15,224.015,0,66.8
7,0,44,0,26,15,14,3,1,2,30,108.24,0,19.666666666666668
5,0,39,0,14,39,8,3,1,2,30,178.68,1,9.216666666666667
7,0,29,2,41,191,10,3,2,1,30,822.84,0,23.833333333333332
5,0,36,1,105,25,27,5,1,1,55,143.55,0,116.08333333333333
5,0,33,1,123,376,39,2,1,1,25,2037.42,0,125.88333333333334
0,0,27,0,12,25,6,4,1,2,45,80.3,0,11.666666666666666
11,0,14,0,129,46,36,1,2,1,15,588.61,0,99.55
10,0,34,1,62,7,31,2,1,1,25,225.225,0,70.71666666666667
9,0,33,1,178,142,26,2,1,1,25,1345.86,0,258.8333333333333
5,0,35,3,111,253,35,2,2,1,25,1438.695,0,109.33333333333333
32,1,36,4,252,18,87,2,2,1,25,837.54,0,276.0
9,0,38,1,81,23,25,3,1,1,30,238.64,0,59.75
17,0,21,1,181,88,46,5,1,1,55,272.61,0,153.21666666666667
8,0,44,0,22,30,14,3,1,2,30,164.68,0,18.25
31,0,37,5,246,17,86,2,1,1,25,828.27,0,274.3333333333333
15,0,18,4,52,47,24,3,1,1,30,323.96,0,55.78333333333333
4,0,29,2,110,263,32,2,2,1,25,1501.875,0,116.08333333333333
0,0,31,0,0,0,0,2,1,2,25,0.0,1,0.0
12,0,43,2,164,26,53,4,1,1,45,362.225,0,195.41666666666666
8,0,40,3,98,225,32,4,1,1,45,737.95,0,115.33333333333333
7,0,37,0,179,148,30,2,1,1,25,1359.855,0,254.0
6,0,38,0,56,0,20,1,1,1,15,200.97,0,59.96666666666667
7,0,27,1,67,15,25,3,1,1,30,203.88,0,58.833333333333336
1,0,32,0,61,90,30,2,1,1,25,688.23,0,103.88333333333334
11,0,39,0,24,24,6,4,1,2,45,101.675,1,27.383333333333333
1,0,32,0,35,22,27,3,1,2,30,165.52,1,31.716666666666665
5,0,37,0,17,7,11,2,1,2,25,82.665,0,18.666666666666668
0,0,25,0,0,0,0,2,1,2,25,0.0,0,0.0
0,0,25,0,51,0,8,3,1,1,30,107.04,0,43.75
0,0,34,0,0,0,0,4,1,2,45,0.0,1,0.0
5,0,41,0,6,7,2,3,1,2,30,40.44,0,5.083333333333333
0,0,35,0,0,2,0,2,1,2,25,9.0,1,0.0
4,0,30,0,43,38,72,4,1,1,45,134.15,0,25.383333333333333
0,0,29,0,166,128,22,2,1,1,25,1254.87,0,248.66666666666666
0,0,34,0,0,2,0,3,1,2,30,8.0,1,0.0
15,0,38,3,69,203,40,2,1,1,25,1082.43,0,61.416666666666664
2,0,34,0,37,18,26,3,1,2,30,144.4,1,29.55
12,0,26,0,30,11,5,2,1,2,25,100.575,0,18.416666666666668
5,0,40,1,23,469,9,3,1,1,30,1988.92,0,46.666666666666664
4,0,21,0,34,39,19,2,1,1,25,261.405,0,31.25
14,0,28,1,221,0,78,2,1,1,25,687.645,0,251.0
1,0,32,0,161,0,38,3,1,1,30,541.96,0,223.13333333333333
9,0,35,0,41,9,16,3,1,2,30,157.24,1,49.833333333333336
16,1,31,0,40,0,12,2,1,2,25,22.5,1,7.666666666666667
0,0,32,0,19,0,12,3,1,1,30,111.96,0,46.333333333333336
3,0,13,2,42,225,14,3,1,1,30,1080.48,0,74.5
13,0,38,1,75,83,35,2,1,1,25,687.735,0,115.13333333333334
5,0,32,0,51,165,19,2,1,1,25,866.295,0,45.0
8,0,28,0,27,14,10,2,1,2,25,90.09,0,9.583333333333334
30,0,33,4,244,7,82,2,2,1,25,779.58,0,273.0
12,1,32,0,41,8,17,3,1,2,30,165.44,1,54.916666666666664
27,1,34,3,246,11,85,2,1,1,25,792.045,0,270.9166666666667
0,0,36,0,42,0,16,1,1,1,15,84.15,0,24.8
0,0,8,0,8,0,7,3,1,1,30,31.4,1,12.95
16,0,17,1,141,85,42,2,2,1,25,676.53,0,106.55
9,0,41,0,21,35,21,3,1,2,30,189.76,0,20.383333333333333
9,0,30,1,75,26,30,3,1,1,30,255.4,0,61.833333333333336
13,0,37,2,121,144,43,3,1,1,30,945.44,0,151.91666666666666
14,0,26,0,23,7,4,3,1,2,30,61.92,0,13.75
12,0,31,0,27,20,11,3,1,2,30,112.28,0,13.0
14,0,42,2,168,29,54,4,1,1,45,375.45,0,199.16666666666666
0,0,26,0,0,0,0,2,1,2,25,0.0,0,0.0
12,0,28,0,40,30,18,2,1,1,25,200.025,0,23.416666666666668
12,0,37,0,52,7,14,3,1,2,30,124.6,0,39.38333333333333
8,0,36,0,44,13,18,3,1,2,30,127.96,0,30.916666666666668
5,0,37,1,89,188,26,3,1,1,30,1025.36,0,112.41666666666667
3,0,13,1,23,8,11,3,1,1,30,90.64,1,24.05
1,0,16,1,30,42,27,2,1,1,25,279.9,0,33.166666666666664
0,0,37,0,47,0,33,1,1,1,15,95.15,0,28.05
0,0,26,1,100,249,25,2,2,1,25,1413.0,0,106.66666666666667
8,0,25,0,20,12,8,2,1,2,25,81.225,0,9.75
0,0,36,0,88,0,7,2,1,1,25,247.995,0,90.38333333333334
3,0,36,0,65,0,15,2,1,1,25,185.85,0,67.75
5,0,36,0,34,13,16,3,1,2,30,120.08,1,27.8
0,0,31,0,92,16,23,4,1,1,45,209.05,0,111.16666666666667
8,1,12,3,31,39,13,3,1,1,30,233.56,1,31.8
5,0,38,1,61,7,33,2,1,1,25,152.955,0,43.96666666666667
13,0,27,1,35,24,15,2,1,1,25,167.4,0,21.416666666666668
11,0,39,2,78,113,39,2,1,1,25,817.02,0,112.96666666666667
4,0,31,0,52,342,18,2,1,1,25,1634.4,0,34.46666666666667
0,0,26,0,6,0,6,3,1,1,30,91.24,0,37.916666666666664
11,0,27,0,25,10,7,2,1,2,25,77.625,0,11.666666666666666
27,0,42,10,101,18,48,5,1,1,55,190.815,0,180.33333333333334
0,0,34,0,11,23,17,4,1,2,45,80.85,1,15.383333333333333
31,1,37,2,56,28,21,3,1,1,30,167.04,1,22.0
2,0,13,1,44,223,14,3,1,1,30,1067.56,0,72.41666666666667
0,0,34,0,43,327,22,2,1,1,25,1538.145,0,23.966666666666665
3,0,15,3,45,56,21,3,1,1,30,332.32,0,44.38333333333333
18,0,39,3,110,65,30,3,1,1,30,513.92,0,103.96666666666667
5,0,8,0,159,58,37,4,1,1,45,364.65,0,143.78333333333333
19,0,36,8,90,0,42,4,1,1,45,257.0,0,169.83333333333334
0,0,18,0,23,8,60,4,1,1,45,45.65,0,16.716666666666665
2,0,35,0,157,0,38,3,1,1,30,540.4,0,222.55
11,0,42,1,63,190,29,2,1,1,25,994.635,0,50.666666666666664
17,0,19,0,137,71,29,2,2,1,25,600.075,0,101.63333333333334
17,0,30,1,46,37,20,2,1,1,25,245.52,0,28.5
8,0,42,1,171,10,48,3,1,1,30,600.96,0,230.88333333333333
1,0,35,0,7,1,1,3,1,2,30,25.8,1,8.966666666666667
12,0,17,3,56,237,18,3,1,1,30,1148.44,0,82.58333333333333
12,0,37,3,85,129,52,2,1,1,25,913.635,0,121.96666666666667
9,0,37,0,111,123,28,3,1,1,30,837.04,0,141.91666666666666
3,0,35,0,33,9,31,3,1,2,30,99.64,1,25.966666666666665
16,0,36,0,209,26,15,3,1,1,30,681.76,0,237.25
6,0,37,1,82,57,30,3,1,1,30,374.68,0,59.75
8,0,34,0,52,0,13,3,1,2,30,88.4,0,35.96666666666667
3,0,33,0,2,0,3,3,1,2,30,17.6,1,7.3
3,0,37,1,86,186,26,3,1,1,30,1007.44,0,108.33333333333333
8,0,15,3,48,232,16,3,1,1,30,1120.92,0,79.58333333333333
3,0,41,0,10,5,3,3,1,2,30,37.72,0,7.216666666666667
0,0,29,0,10,22,2,4,1,2,45,68.25,0,8.666666666666666
27,0,31,3,239,9,83,2,1,1,25,783.18,0,271.0833333333333
0,0,30,0,0,0,0,4,1,1,45,0.0,0,0.0
20,1,39,0,61,49,33,4,1,2,45,206.1,1,54.71666666666667
14,0,40,0,60,15,19,3,1,2,30,164.12,0,42.38333333333333
0,0,38,0,17,462,7,3,1,1,30,1948.48,0,41.583333333333336
8,0,38,2,81,140,41,2,1,1,25,941.13,0,113.88333333333334
4,0,39,0,90,13,33,2,1,1,25,237.96,0,64.96666666666667
9,0,36,0,44,34,31,3,1,2,30,228.48,1,37.8
10,0,39,2,38,491,8,3,1,1,30,2117.72,0,63.416666666666664
10,0,40,1,172,5,46,3,1,1,30,580.2,0,230.55
11,0,37,3,164,32,62,4,1,1,45,385.725,0,201.08333333333334
0,0,35,0,152,0,42,3,1,1,30,516.4,0,212.63333333333333
0,0,15,0,14,0,8,2,1,1,25,58.005,0,21.25
2,0,38,1,24,481,8,3,1,1,30,2038.96,0,47.5
0,0,19,0,51,0,17,3,1,1,30,120.64,0,49.416666666666664
8,0,39,1,133,391,45,3,1,1,30,1881.84,0,130.21666666666667
14,1,40,0,60,15,19,3,1,2,30,164.12,0,42.38333333333333
0,0,38,0,29,264,3,3,1,1,30,1127.56,0,29.333333333333332
5,0,25,1,64,10,23,3,1,1,30,181.36,0,57.833333333333336
16,0,36,3,119,140,40,3,1,1,30,934.36,0,154.0
13,0,18,0,143,89,45,1,2,1,15,842.105,0,104.46666666666667
2,0,34,0,56,0,29,1,1,1,15,130.295,0,38.55
5,0,34,1,146,0,42,4,1,1,45,285.775,0,188.08333333333334
4,0,36,0,80,0,23,3,1,1,30,181.4,0,74.25
4,0,37,0,55,0,35,1,1,1,15,194.865,0,58.13333333333333
9,0,24,0,17,0,2,2,1,2,25,24.165,0,8.666666666666666
18,0,20,1,149,96,47,2,2,1,25,734.49,0,109.55
25,0,42,3,229,62,36,3,1,1,30,860.96,0,251.58333333333334
15,0,27,1,38,26,15,2,1,1,25,187.56,0,25.5
0,0,38,0,11,11,8,2,1,1,25,70.92,0,7.75
13,0,32,1,94,18,20,2,1,1,25,349.065,1,97.71666666666667
10,0,33,6,76,0,40,4,1,1,45,237.4,0,157.0
4,0,23,1,32,36,15,3,1,1,30,213.08,0,28.25
26,0,40,2,221,40,19,3,1,1,30,762.64,0,247.41666666666666
5,0,33,0,112,132,39,3,1,1,30,882.48,0,145.83333333333334
12,0,41,3,95,41,31,4,1,1,45,228.25,0,82.25
0,1,28,0,28,12,23,3,1,2,30,117.24,1,28.383333333333333
0,0,30,0,79,0,4,2,1,1,25,244.44,0,89.21666666666667
8,0,41,1,39,18,13,4,1,1,45,99.8,0,35.88333333333333
0,0,7,0,12,0,2,2,1,1,25,45.18,1,16.533333333333335
0,0,38,0,5,32,6,3,1,2,30,133.32,0,2.1333333333333333
12,0,11,1,167,65,36,4,1,1,45,391.125,0,149.63333333333333
10,0,40,1,83,119,42,2,1,1,25,849.645,0,114.96666666666667
11,0,15,0,135,78,40,1,2,1,15,771.21,0,101.45
5,0,34,1,25,7,14,3,1,1,30,152.4,0,51.416666666666664
6,0,36,2,92,23,43,3,1,1,30,268.4,0,71.96666666666667
11,0,35,1,158,8,45,4,1,1,45,316.2,0,194.83333333333334
0,0,37,1,27,508,10,3,1,1,30,2149.28,0,48.416666666666664
14,1,42,0,54,49,37,4,1,2,45,187.05,1,42.13333333333333
4,0,32,0,44,0,11,3,1,2,30,80.88,0,32.96666666666667
9,0,38,1,84,11,28,3,1,1,30,235.56,0,78.41666666666667
0,0,35,0,17,0,16,3,1,1,30,98.08,0,40.583333333333336
5,1,11,1,15,7,2,3,1,1,30,76.32,1,19.883333333333333
2,0,24,0,55,0,19,3,1,1,30,126.6,0,51.833333333333336
2,0,26,1,67,40,27,3,1,1,30,296.28,0,55.666666666666664
1,0,37,0,72,0,25,3,1,1,30,155.08,0,63.416666666666664
33,1,41,0,63,38,25,3,1,2,30,215.32,1,25.333333333333332
14,0,14,1,133,74,37,2,2,1,25,618.57,0,103.55
4,0,22,0,11,0,3,2,1,2,25,10.17,0,3.5833333333333335
9,0,40,2,34,12,10,4,1,1,45,81.675,0,33.88333333333333
22,0,29,0,45,6,13,2,1,2,25,68.4,1,14.583333333333334
5,0,29,1,93,7,18,5,1,1,55,114.345,0,113.83333333333333
6,0,33,2,110,239,29,2,2,1,25,1388.7,0,114.16666666666667
24,0,34,2,223,44,28,3,1,1,30,787.32,0,251.0
3,0,14,2,39,24,17,3,1,1,30,199.48,0,42.46666666666667
21,0,35,0,41,32,15,3,1,2,30,180.24,0,21.083333333333332
0,0,30,0,45,158,17,2,1,1,25,820.8,0,39.916666666666664
5,0,36,0,68,0,15,2,1,1,25,197.01,0,71.83333333333333
0,0,27,0,5,3,5,4,1,2,45,18.125,0,7.0
16,0,38,2,101,31,26,2,1,1,25,408.555,0,97.96666666666667
23,1,33,0,47,16,17,2,1,2,25,117.09,1,15.916666666666666
2,0,39,0,20,45,12,3,1,2,30,213.8,0,13.75
0,0,37,0,58,27,35,2,1,1,25,223.245,0,36.71666666666667
0,0,36,1,1,2,2,5,1,1,55,4.41,0,1.55
1,0,30,0,43,160,17,2,1,1,25,835.335,0,42.0
8,0,42,0,75,13,21,3,1,1,30,228.0,0,72.08333333333333
11,1,41,0,50,42,32,4,1,2,45,162.95,1,37.8
0,0,40,0,10,16,10,2,1,2,25,94.275,0,8.083333333333334
17,0,39,2,93,40,28,3,1,1,30,343.12,0,74.75
7,0,27,0,15,0,3,2,1,2,25,5.175,0,1.6666666666666667
16,0,33,6,81,0,36,4,1,1,45,252.4,0,166.91666666666666
0,1,34,0,0,0,0,2,1,2,25,0.0,1,0.0
6,0,35,0,177,152,31,2,1,1,25,1383.615,0,256.1666666666667
19,0,43,4,129,161,49,3,1,1,30,1029.16,0,158.33333333333334
0,0,22,0,0,11,0,4,1,2,45,27.5,0,0.0
6,1,34,0,39,36,32,3,1,2,30,231.68,1,35.88333333333333
14,0,39,1,117,130,30,3,1,1,30,877.48,0,147.0
4,0,31,0,70,17,25,2,1,1,25,235.8,0,57.833333333333336
8,0,40,3,13,16,6,5,1,1,55,34.74,0,11.716666666666667
0,0,40,1,23,486,10,3,1,1,30,2059.72,0,47.833333333333336
0,0,36,0,0,0,0,5,1,1,55,0.0,0,0.0
7,0,9,0,161,58,34,4,1,1,45,365.85,0,144.55
21,0,37,9,99,33,46,5,1,1,55,209.235,0,175.83333333333334
0,0,32,0,24,0,14,2,1,2,25,89.955,1,32.916666666666664
10,0,39,0,43,19,20,3,1,2,30,200.52,1,51.166666666666664
9,0,41,0,186,158,34,2,1,1,25,1414.17,0,257.3333333333333
0,0,21,0,26,29,13,2,1,1,25,194.22,0,23.166666666666668
27,1,33,0,57,37,32,3,1,2,30,212.48,1,25.916666666666668
12,0,39,0,169,7,42,3,1,1,30,593.28,0,232.71666666666667
3,0,10,2,25,32,11,3,1,1,30,193.12,1,26.716666666666665
14,0,37,2,70,380,39,3,1,1,30,1644.92,0,50.88333333333333
0,0,31,0,10,0,8,3,1,1,30,97.2,0,40.333333333333336
17,0,45,3,170,33,55,4,1,1,45,387.5,0,200.5
0,0,36,0,153,0,27,3,1,1,30,520.84,0,214.46666666666667
8,1,31,0,39,0,12,3,1,2,30,117.96,1,48.5
0,0,35,0,8,0,9,2,1,2,25,26.01,0,9.5
0,0,29,0,41,160,20,2,1,1,25,833.22,0,41.25
12,0,38,2,81,26,32,3,1,1,30,306.04,0,82.83333333333333
0,0,29,0,44,337,16,2,1,1,25,1603.44,0,31.466666666666665
0,0,17,0,15,3,14,2,1,1,25,58.5,0,16.416666666666668
11,0,40,0,62,7,22,1,1,1,15,256.575,0,65.05
7,0,41,0,21,27,11,4,1,2,45,95.85,1,18.55
15,0,43,1,70,374,30,3,1,1,30,1607.32,0,45.21666666666667
15,0,39,1,106,37,29,2,1,1,25,441.18,0,99.96666666666667
3,0,39,1,150,14,49,3,1,1,30,511.6,0,187.33333333333334
0,0,31,0,91,7,20,4,1,1,45,181.775,0,108.0
19,0,39,3,76,387,41,3,1,1,30,1685.36,0,55.96666666666667
10,0,25,0,32,19,13,2,1,1,25,142.065,0,20.416666666666668
15,0,42,3,127,152,44,3,1,1,30,977.68,0,151.91666666666666
